Flight_ID,Airline,Origin,Destination,Departure_Date,Seat_Class,Days_to_Departure,Layovers,Layover_Airport1,Layover_Airport2,Price
FL00301,Southwest,JFK,DTW,08-12-2024,Economy,20,1,EWR,NA,1080.62
FL00302,Delta,BOS,MDW,14-12-2024,Business,21,0,NA,NA,1598.33
FL00303,Alaska Airlines,MCO,DFW,02-08-2024,First Class,147,1,BWI,NA,1523.29
FL00304,Endeavor Air,ORD,BWI,29-01-2025,Business,96,0,NA,NA,934.45
FL00305,Hawaiian Airlines,LAX,JFK,25-11-2024,Business,99,2,CLT,DTW,1059.96
FL00306,SkyWest Airlines,DCA,JFK,21-01-2025,Business,108,2,CLT,DEN,1265.39
FL00307,Hawaiian Airlines,SFO,BWI,27-06-2024,Business,48,2,ORD,SEA,1169.04
FL00308,Republic Airways,IAH,LAS,06-10-2024,First Class,21,2,BOS,ORD,1754.54
FL00309,Spirit Airlines,EWR,DTW,19-04-2024,Economy,133,0,NA,NA,467.21
FL00310,JetBlue,DFW,LAX,30-10-2024,Economy,17,0,NA,NA,685.11
FL00311,Republic Airways,ORD,BOS,15-03-2024,Business,86,0,NA,NA,542.62
FL00312,American Airlines,BWI,PHX,09-07-2024,Economy,31,0,NA,NA,596.12
FL00313,United,SFO,ATL,02-05-2024,Business,167,0,NA,NA,428.3
FL00314,Hawaiian Airlines,DEN,LAX,30-06-2024,First Class,173,1,LAS,NA,1163.18
FL00315,Delta,ATL,MDW,01-07-2024,Business,161,0,NA,NA,560.83
FL00316,JetBlue,DEN,LAX,06-05-2024,Economy,9,2,IAH,DTW,447.08
FL00317,American Airlines,EWR,DEN,20-12-2024,Economy,93,0,NA,NA,699.26
FL00318,Hawaiian Airlines,SFO,LAS,08-11-2024,Economy,5,2,SEA,DEN,1057.77
FL00319,United,SEA,ATL,25-12-2024,Economy,51,0,NA,NA,720.01
FL00320,SkyWest Airlines,ATL,CLT,24-01-2025,Economy,21,0,NA,NA,604.72
FL00321,Delta,ORD,BOS,24-01-2025,Economy,104,1,MDW,NA,445.16
FL00322,Alaska Airlines,MIA,EWR,03-11-2024,First Class,35,1,DCA,NA,1822.88
FL00323,United,DFW,SFO,29-12-2024,Economy,163,0,NA,NA,274.05
FL00324,United,LAS,JFK,15-01-2025,First Class,23,2,MDW,LAX,2664.42
FL00325,SkyWest Airlines,DCA,EWR,14-06-2024,Business,128,1,BWI,NA,636.57
FL00326,Delta,EWR,CLT,19-04-2024,Economy,1,0,NA,NA,335.1
FL00327,American Airlines,SFO,SEA,08-07-2024,First Class,28,2,LAX,MDW,2238.06
FL00328,Alaska Airlines,EWR,MDW,11-01-2025,Business,3,0,NA,NA,1395.28
FL00329,Endeavor Air,MCO,ORD,15-08-2024,Business,19,2,ATL,LAX,1639.06
FL00330,Frontier Airlines,IAH,DTW,11-04-2024,Economy,177,2,LAX,PHX,656.03
FL00331,Endeavor Air,DCA,DEN,02-10-2024,Business,21,1,MCO,NA,1033.76
FL00332,Endeavor Air,MCO,DEN,19-11-2024,Economy,115,2,LAX,PHX,310.14
FL00333,Southwest,MDW,IAH,02-07-2024,Economy,143,0,NA,NA,550.35
FL00334,Alaska Airlines,SFO,ATL,01-03-2024,Business,88,0,NA,NA,892.4
FL00335,Southwest,LAX,DCA,31-03-2024,First Class,166,0,NA,NA,977.54
FL00336,Southwest,BOS,BWI,08-10-2024,Economy,96,0,NA,NA,854.98
FL00337,SkyWest Airlines,IAH,SFO,14-12-2024,First Class,131,1,MIA,NA,1315.54
FL00338,Frontier Airlines,DCA,BOS,30-12-2024,First Class,4,1,BWI,NA,2285.86
FL00339,Spirit Airlines,MIA,MCO,30-06-2024,First Class,33,1,DEN,NA,1705.31
FL00340,Endeavor Air,JFK,CLT,24-01-2025,Business,79,2,MDW,BWI,924.99
FL00341,American Airlines,MDW,BWI,26-04-2024,First Class,157,0,NA,NA,1381.91
FL00342,Delta,SEA,MIA,29-03-2024,First Class,79,1,CLT,NA,1619.11
FL00343,Frontier Airlines,LAS,LAX,09-09-2024,Economy,130,1,MDW,NA,402.95
FL00344,United,DFW,MDW,11-07-2024,First Class,3,1,BWI,NA,1698.86
FL00345,Endeavor Air,JFK,LAS,28-04-2024,Business,3,0,NA,NA,1282.15
FL00346,Spirit Airlines,DCA,EWR,17-08-2024,First Class,5,1,JFK,NA,2229.85
FL00347,Republic Airways,CLT,PHX,28-11-2024,First Class,49,0,NA,NA,1565.56
FL00348,American Airlines,PHX,CLT,11-11-2024,Business,104,1,BWI,NA,1030.76
FL00349,Hawaiian Airlines,BOS,DEN,11-06-2024,First Class,128,1,DCA,NA,1210.97
FL00350,Delta,SFO,ATL,07-03-2024,Economy,170,2,DCA,MIA,803.83
FL00351,United,LAS,DFW,07-03-2024,Economy,106,1,PHX,NA,730.81
FL00352,United,MIA,ORD,08-11-2024,Economy,117,1,PHX,NA,609.86
FL00353,Alaska Airlines,CLT,ORD,27-10-2024,Economy,57,1,DFW,NA,1144.26
FL00354,Endeavor Air,ORD,JFK,04-06-2024,Economy,177,0,NA,NA,353.66
FL00355,JetBlue,LAS,JFK,07-03-2024,Economy,7,0,NA,NA,334.5
FL00356,Southwest,PHX,LAX,07-04-2024,Business,27,2,LAS,DCA,1428.29
FL00357,Delta,IAH,DEN,20-07-2024,Business,111,0,NA,NA,576.74
FL00358,American Airlines,MIA,CLT,10-02-2025,Economy,74,2,ATL,DFW,1048.76
FL00359,Hawaiian Airlines,LAS,CLT,09-06-2024,First Class,31,1,PHX,NA,1960.11
FL00360,American Airlines,BOS,CLT,10-09-2024,First Class,60,1,DEN,NA,1503.65
FL00361,Hawaiian Airlines,DCA,MCO,23-05-2024,Business,146,0,NA,NA,598.68
FL00362,JetBlue,DFW,MCO,09-10-2024,Economy,40,0,NA,NA,920.15
FL00363,Hawaiian Airlines,ATL,MDW,05-03-2024,Business,131,0,NA,NA,558.89
FL00364,Delta,MIA,DCA,11-10-2024,First Class,103,1,ATL,NA,1400.25
FL00365,Delta,BOS,MDW,15-08-2024,Economy,60,0,NA,NA,762.22
FL00366,Hawaiian Airlines,BWI,ORD,16-07-2024,First Class,65,0,NA,NA,1525.79
FL00367,United,CLT,LAX,29-01-2025,Business,148,1,DEN,NA,621.4
FL00368,JetBlue,CLT,ATL,12-01-2025,Economy,123,1,IAH,NA,990.36
FL00369,Alaska Airlines,PHX,SEA,25-09-2024,First Class,18,1,BWI,NA,1670.64
FL00370,Endeavor Air,IAH,MIA,08-07-2024,Economy,85,0,NA,NA,482.68
FL00371,United,DCA,SEA,16-09-2024,Economy,112,0,NA,NA,506.44
FL00372,Republic Airways,ORD,BOS,10-02-2025,First Class,118,1,DCA,NA,1275.41
FL00373,United,LAS,ORD,27-08-2024,First Class,141,1,SEA,NA,919.84
FL00374,American Airlines,LAS,BOS,26-12-2024,Economy,166,1,PHX,NA,341.66
FL00375,Frontier Airlines,EWR,MCO,03-03-2024,Economy,62,0,NA,NA,761.12
FL00376,American Airlines,LAX,DTW,06-12-2024,Economy,97,1,PHX,NA,400
FL00377,Republic Airways,EWR,ATL,21-01-2025,First Class,168,1,LAS,NA,1278.06
FL00378,Southwest,MDW,PHX,03-04-2024,Business,87,2,SEA,CLT,872.75
FL00379,Frontier Airlines,CLT,ATL,30-05-2024,Economy,144,1,JFK,NA,572.76
FL00380,Hawaiian Airlines,LAX,BOS,23-11-2024,Economy,152,2,LAS,ATL,587.39
FL00381,Endeavor Air,JFK,PHX,24-04-2024,First Class,171,0,NA,NA,542.99
FL00382,Endeavor Air,DEN,JFK,02-02-2025,Business,15,1,BWI,NA,1059.02
FL00383,Frontier Airlines,MDW,BOS,29-04-2024,First Class,24,1,DEN,NA,2544.59
FL00384,Hawaiian Airlines,SFO,DEN,10-05-2024,First Class,83,0,NA,NA,1607.72
FL00385,Spirit Airlines,CLT,EWR,08-04-2024,Economy,108,0,NA,NA,178.87
FL00386,Delta,BWI,IAH,20-08-2024,Business,170,1,LAX,NA,800.85
FL00387,American Airlines,DEN,BOS,26-01-2025,Economy,92,1,LAS,NA,1146.78
FL00388,Southwest,DCA,SFO,20-04-2024,First Class,52,1,CLT,NA,1904.32
FL00389,Republic Airways,DEN,DFW,02-04-2024,First Class,113,2,SFO,ORD,1174.39
FL00390,SkyWest Airlines,DCA,BWI,11-11-2024,First Class,142,1,BOS,NA,1110.48
FL00391,JetBlue,SFO,BWI,03-03-2024,Business,56,0,NA,NA,993.05
FL00392,Republic Airways,EWR,BWI,07-08-2024,Business,22,0,NA,NA,1319.93
FL00393,Hawaiian Airlines,BWI,SFO,17-06-2024,Business,129,1,MCO,NA,910.07
FL00394,Frontier Airlines,SFO,DTW,11-01-2025,Business,62,1,ORD,NA,1121.81
FL00395,Delta,JFK,IAH,17-01-2025,Economy,11,2,BWI,PHX,1219.38
FL00396,JetBlue,DTW,JFK,10-10-2024,Economy,143,2,DEN,CLT,1098.43
FL00397,Delta,MDW,BWI,25-04-2024,First Class,126,1,MIA,NA,1500.43
FL00398,Alaska Airlines,DEN,MIA,17-05-2024,Economy,81,0,NA,NA,593.55
FL00399,Endeavor Air,JFK,LAS,15-11-2024,Business,101,1,SFO,NA,1124.11
FL00400,Endeavor Air,SEA,LAS,11-04-2024,Economy,87,1,CLT,NA,525.13
FL00401,SkyWest Airlines,BWI,MCO,18-03-2024,First Class,20,1,DCA,NA,1996.57
FL00402,Republic Airways,IAH,BOS,04-07-2024,Economy,105,1,DTW,NA,579.17
FL00403,Spirit Airlines,MDW,ATL,08-04-2024,Business,9,0,NA,NA,471.61
FL00404,Alaska Airlines,EWR,SFO,08-06-2024,First Class,155,1,ATL,NA,1246.73
FL00405,Hawaiian Airlines,DTW,MIA,01-02-2025,First Class,45,0,NA,NA,1242.95
FL00406,United,MIA,SEA,18-12-2024,Economy,21,1,SFO,NA,1147.33
FL00407,Republic Airways,JFK,DFW,02-06-2024,Economy,154,2,LAX,IAH,814.33
FL00408,Frontier Airlines,MIA,DFW,03-08-2024,Business,146,1,SFO,NA,615.73
FL00409,Republic Airways,LAX,JFK,24-07-2024,Economy,48,1,ORD,NA,860.85
FL00410,Spirit Airlines,MIA,CLT,25-04-2024,Business,152,0,NA,NA,753
FL00411,Southwest,ATL,LAX,20-04-2024,Economy,144,2,PHX,IAH,809.67
FL00412,Frontier Airlines,PHX,MDW,16-11-2024,Economy,97,1,ATL,NA,554.25
FL00413,Hawaiian Airlines,SFO,IAH,14-04-2024,First Class,176,1,BWI,NA,1285.8
FL00414,United,DCA,PHX,07-07-2024,First Class,127,0,NA,NA,1246.25
FL00415,Frontier Airlines,DEN,LAX,17-09-2024,Business,68,2,LAS,SFO,814.38
FL00416,Alaska Airlines,JFK,LAS,27-07-2024,Business,129,0,NA,NA,986.41
FL00417,Southwest,JFK,MDW,12-04-2024,First Class,156,0,NA,NA,963.73
FL00418,Spirit Airlines,MDW,ORD,24-03-2024,Business,96,1,SFO,NA,1005.98
FL00419,Endeavor Air,LAX,ORD,30-09-2024,Economy,110,1,JFK,NA,291.62
FL00420,Republic Airways,CLT,MIA,08-12-2024,Business,97,0,NA,NA,993.76
FL00421,Frontier Airlines,LAS,JFK,24-01-2025,First Class,166,1,ORD,NA,1191.73
FL00422,Southwest,JFK,DFW,16-09-2024,Economy,52,2,MDW,LAS,669.6
FL00423,Endeavor Air,DEN,SEA,10-09-2024,Business,122,0,NA,NA,826.47
FL00424,SkyWest Airlines,DCA,SFO,27-01-2025,Business,69,0,NA,NA,1151.56
FL00425,Alaska Airlines,SFO,DTW,16-06-2024,Economy,34,0,NA,NA,885.23
FL00426,United,MIA,PHX,29-07-2024,First Class,66,0,NA,NA,1860.88
FL00427,Southwest,BWI,DFW,20-12-2024,Business,10,0,NA,NA,1616.52
FL00428,SkyWest Airlines,DTW,BWI,01-02-2025,Business,115,0,NA,NA,498.57
FL00429,SkyWest Airlines,EWR,SFO,25-07-2024,Economy,159,1,DEN,NA,416.21
FL00430,Southwest,DTW,BOS,12-11-2024,Business,52,0,NA,NA,943.76
FL00431,Southwest,IAH,CLT,22-04-2024,Business,140,2,SEA,MDW,1157.41
FL00432,Alaska Airlines,BOS,DCA,21-07-2024,Economy,112,0,NA,NA,584.38
FL00433,JetBlue,EWR,MDW,26-04-2024,First Class,3,0,NA,NA,1599.47
FL00434,American Airlines,SFO,PHX,17-01-2025,Economy,78,1,CLT,NA,838
FL00435,Frontier Airlines,JFK,PHX,11-11-2024,Business,101,0,NA,NA,773.68
FL00436,Spirit Airlines,SFO,EWR,17-09-2024,First Class,54,1,MCO,NA,1607.07
FL00437,Hawaiian Airlines,PHX,DFW,01-11-2024,Business,161,2,ORD,EWR,509.11
FL00438,JetBlue,MIA,DTW,12-06-2024,First Class,24,1,MDW,NA,1906.63
FL00439,Alaska Airlines,BOS,ORD,30-04-2024,First Class,56,1,SEA,NA,1417.83
FL00440,United,ORD,MDW,10-10-2024,Business,180,2,DTW,ATL,576.26
FL00441,Frontier Airlines,MIA,DEN,13-03-2024,First Class,26,0,NA,NA,819.88
FL00442,Endeavor Air,DFW,MDW,02-05-2024,First Class,21,1,MCO,NA,1899.5
FL00443,JetBlue,ORD,BWI,13-06-2024,Business,73,2,CLT,SEA,1227.09
FL00444,Spirit Airlines,MDW,BOS,21-09-2024,Business,68,1,PHX,NA,1274.01
FL00445,Southwest,ATL,SFO,11-07-2024,First Class,9,1,MDW,NA,1640.11
FL00446,Hawaiian Airlines,DCA,ORD,14-07-2024,Economy,54,0,NA,NA,655.56
FL00447,SkyWest Airlines,MDW,LAX,03-11-2024,Economy,106,1,DTW,NA,679.36
FL00448,Republic Airways,MDW,CLT,11-01-2025,Economy,24,0,NA,NA,1248.06
FL00449,Republic Airways,ORD,PHX,24-05-2024,Business,137,1,DTW,NA,856.02
FL00450,United,IAH,BWI,24-07-2024,First Class,96,0,NA,NA,1684.91
FL00451,Endeavor Air,IAH,BWI,30-09-2024,Economy,98,2,LAS,DEN,554.61
FL00452,Spirit Airlines,MCO,ORD,04-11-2024,First Class,51,2,CLT,DFW,1551.16
FL00453,Delta,MIA,LAX,05-03-2024,First Class,27,0,NA,NA,1336.59
FL00454,SkyWest Airlines,EWR,MCO,10-12-2024,Economy,170,1,DCA,NA,604.64
FL00455,Alaska Airlines,EWR,IAH,09-07-2024,First Class,121,1,SEA,NA,1745.88
FL00456,Southwest,BOS,ATL,08-05-2024,Business,81,1,CLT,NA,976.31
FL00457,Alaska Airlines,LAX,MDW,01-07-2024,Business,106,0,NA,NA,511.62
FL00458,Delta,DEN,EWR,09-09-2024,Business,110,1,BOS,NA,1186.23
FL00459,Delta,BWI,DCA,29-03-2024,First Class,177,0,NA,NA,980.98
FL00460,Frontier Airlines,PHX,ATL,03-11-2024,Business,154,1,MIA,NA,1026.49
FL00461,Frontier Airlines,SEA,ORD,11-10-2024,First Class,133,1,MIA,NA,1188.19
FL00462,Republic Airways,BOS,LAX,11-02-2025,Economy,72,2,CLT,EWR,685.35
FL00463,JetBlue,ATL,ORD,14-09-2024,Business,74,2,DFW,DEN,1360.45
FL00464,SkyWest Airlines,MIA,BOS,15-09-2024,Economy,139,1,MCO,NA,397.36
FL00465,Spirit Airlines,ORD,DCA,31-05-2024,Business,136,0,NA,NA,782.41
FL00466,United,EWR,PHX,17-04-2024,Economy,147,1,BWI,NA,451.51
FL00467,Spirit Airlines,PHX,LAX,13-05-2024,First Class,53,0,NA,NA,1748.05
FL00468,Frontier Airlines,DEN,DFW,13-09-2024,Business,139,1,BOS,NA,511
FL00469,Republic Airways,EWR,SEA,05-12-2024,First Class,175,1,DTW,NA,813.78
FL00470,Endeavor Air,SFO,LAS,07-06-2024,Economy,7,2,LAX,PHX,1011.39
FL00471,JetBlue,SFO,MCO,14-01-2025,Business,87,0,NA,NA,837.65
FL00472,American Airlines,ATL,DFW,09-08-2024,First Class,134,0,NA,NA,1478.56
FL00473,Spirit Airlines,ORD,MIA,22-08-2024,First Class,64,1,CLT,NA,2170.18
FL00474,Alaska Airlines,EWR,BWI,09-02-2025,First Class,168,1,DFW,NA,945.47
FL00475,Frontier Airlines,DTW,MDW,25-07-2024,Economy,24,2,SFO,PHX,1031.53
FL00476,Southwest,LAX,MCO,10-01-2025,First Class,35,0,NA,NA,2091.49
FL00477,Alaska Airlines,PHX,MDW,11-05-2024,Economy,60,2,ATL,SEA,1178.65
FL00478,Hawaiian Airlines,MCO,DTW,15-11-2024,Business,132,1,MIA,NA,762.06
FL00479,American Airlines,MCO,SEA,12-11-2024,Business,54,2,LAX,JFK,1163.05
FL00480,United,SEA,EWR,08-04-2024,First Class,133,2,LAS,DFW,1403.02
FL00481,Hawaiian Airlines,PHX,EWR,11-04-2024,Economy,57,0,NA,NA,739.59
FL00482,Southwest,CLT,DTW,25-09-2024,First Class,114,0,NA,NA,959.8
FL00483,American Airlines,IAH,SEA,22-11-2024,Economy,120,1,BOS,NA,285.39
FL00484,JetBlue,DEN,BWI,01-11-2024,Business,60,2,CLT,ATL,1417.74
FL00485,Republic Airways,MIA,LAX,25-07-2024,Business,37,0,NA,NA,800.79
FL00486,Southwest,JFK,MCO,10-09-2024,Business,109,2,BWI,PHX,720.92
FL00487,Delta,ORD,IAH,26-11-2024,Business,153,0,NA,NA,879.38
FL00488,Spirit Airlines,DFW,BOS,06-02-2025,Economy,15,1,MDW,NA,855.4
FL00489,United,SEA,DFW,07-05-2024,Business,170,0,NA,NA,713.78
FL00490,Endeavor Air,MCO,DCA,05-12-2024,Business,11,0,NA,NA,879.61
FL00491,United,ORD,SFO,12-10-2024,First Class,171,0,NA,NA,1068
FL00492,Republic Airways,DEN,PHX,16-11-2024,Economy,140,2,ATL,BWI,698.55
FL00493,American Airlines,LAS,DTW,11-06-2024,Economy,156,2,SFO,IAH,500.89
FL00494,Spirit Airlines,ATL,DCA,10-04-2024,Business,119,0,NA,NA,765.13
FL00495,Alaska Airlines,IAH,SEA,01-05-2024,Economy,43,2,MIA,DTW,811.4
FL00496,Hawaiian Airlines,SEA,MCO,27-10-2024,Economy,127,0,NA,NA,402.89
FL00497,Southwest,MCO,LAS,27-01-2025,First Class,136,0,NA,NA,1159.39
FL00498,JetBlue,MDW,LAX,07-05-2024,Business,55,1,CLT,NA,1430.11
FL00499,Spirit Airlines,DFW,MCO,10-12-2024,First Class,163,2,SFO,SEA,1023.96
FL00500,United,ORD,MDW,03-04-2024,Business,91,1,JFK,NA,919.58
FL00501,Delta,SEA,DEN,17-12-2024,First Class,111,1,CLT,NA,2005.9
FL00502,Frontier Airlines,SEA,MIA,26-11-2024,First Class,100,2,BWI,DCA,1187.92
FL00503,Southwest,JFK,PHX,16-11-2024,First Class,97,2,ORD,CLT,2195.04
FL00504,Alaska Airlines,MCO,BWI,16-08-2024,First Class,150,2,EWR,ATL,1602.78
FL00505,Endeavor Air,MDW,SFO,04-09-2024,Business,102,0,NA,NA,679.2
FL00506,Spirit Airlines,BWI,EWR,11-05-2024,Business,162,2,DTW,BOS,845.56
FL00507,Republic Airways,JFK,PHX,04-10-2024,First Class,106,1,BOS,NA,1011.34
FL00508,Republic Airways,IAH,ATL,10-05-2024,First Class,74,0,NA,NA,1825.69
FL00509,Alaska Airlines,IAH,EWR,22-01-2025,First Class,81,1,PHX,NA,1704.32
FL00510,American Airlines,ORD,DCA,05-07-2024,Economy,69,1,DFW,NA,463.36
FL00511,Alaska Airlines,BOS,ORD,01-02-2025,Economy,18,1,CLT,NA,1121.5
FL00512,Frontier Airlines,JFK,SEA,17-04-2024,Economy,40,0,NA,NA,402.13
FL00513,United,PHX,DTW,25-10-2024,First Class,151,0,NA,NA,1147.54
FL00514,Delta,MCO,DFW,05-08-2024,First Class,25,1,LAX,NA,1640.31
FL00515,Republic Airways,CLT,MDW,30-01-2025,Economy,10,2,LAS,DCA,898.9
FL00516,United,DFW,MCO,19-01-2025,Economy,46,2,ORD,IAH,1435.58
FL00517,American Airlines,PHX,BWI,18-07-2024,First Class,175,1,DEN,NA,894.63
FL00518,Delta,EWR,BWI,08-12-2024,First Class,175,0,NA,NA,1130.73
FL00519,Delta,SEA,JFK,19-10-2024,Business,156,1,MIA,NA,922.71
FL00520,Frontier Airlines,MIA,MCO,24-12-2024,Business,130,1,IAH,NA,1189.99
FL00521,Endeavor Air,IAH,DFW,27-07-2024,Economy,154,0,NA,NA,619.86
FL00522,Southwest,EWR,SEA,21-07-2024,First Class,154,1,LAS,NA,1260.52
FL00523,SkyWest Airlines,LAS,PHX,19-12-2024,First Class,87,0,NA,NA,1220.51
FL00524,Spirit Airlines,BWI,LAS,14-05-2024,First Class,122,0,NA,NA,874.77
FL00525,Frontier Airlines,LAX,ATL,11-11-2024,Business,2,1,ORD,NA,1237.87
FL00526,United,MDW,DCA,11-12-2024,Business,175,0,NA,NA,379.79
FL00527,Alaska Airlines,SEA,MIA,10-06-2024,Economy,68,2,BWI,DCA,675.07
FL00528,Republic Airways,DEN,BWI,09-12-2024,Business,46,0,NA,NA,1214.35
FL00529,Alaska Airlines,LAX,MDW,01-06-2024,Economy,170,0,NA,NA,341.7
FL00530,Frontier Airlines,DCA,BOS,18-09-2024,Business,17,1,LAS,NA,792.11
FL00531,American Airlines,SEA,BWI,09-09-2024,First Class,2,0,NA,NA,1743.26
FL00532,Hawaiian Airlines,LAX,DTW,04-06-2024,First Class,120,0,NA,NA,1196.24
FL00533,Delta,SFO,LAX,04-07-2024,Economy,125,0,NA,NA,465.77
FL00534,JetBlue,LAX,BOS,01-06-2024,Economy,140,1,CLT,NA,618.19
FL00535,Frontier Airlines,CLT,DEN,01-03-2024,Economy,27,2,EWR,SFO,1142.39
FL00536,Frontier Airlines,BOS,IAH,30-12-2024,Business,68,0,NA,NA,1126.3
FL00537,Hawaiian Airlines,CLT,DFW,24-11-2024,Business,41,0,NA,NA,853.56
FL00538,Spirit Airlines,MIA,BWI,13-12-2024,Business,118,1,JFK,NA,1203.6
FL00539,JetBlue,LAX,JFK,19-03-2024,Business,6,1,PHX,NA,984.08
FL00540,American Airlines,DFW,DCA,17-12-2024,First Class,167,2,ORD,LAS,1021.9
FL00541,Endeavor Air,ORD,DEN,18-05-2024,Business,159,2,CLT,PHX,913.59
FL00542,Republic Airways,DFW,DEN,13-07-2024,Economy,82,2,DTW,LAS,1245.96
FL00543,SkyWest Airlines,MIA,LAS,19-04-2024,First Class,29,0,NA,NA,1301.5
FL00544,SkyWest Airlines,MIA,PHX,30-04-2024,First Class,144,0,NA,NA,769.57
FL00545,Republic Airways,PHX,SEA,26-11-2024,Business,165,2,JFK,DCA,936.21
FL00546,Spirit Airlines,JFK,LAS,11-07-2024,First Class,123,0,NA,NA,1261.53
FL00547,Endeavor Air,PHX,CLT,15-06-2024,Economy,84,1,DFW,NA,1009.63
FL00548,Southwest,PHX,JFK,13-03-2024,Business,2,1,ATL,NA,1698.98
FL00549,Frontier Airlines,MIA,LAS,08-01-2025,Business,68,1,LAX,NA,1081.84
FL00550,Republic Airways,MIA,MDW,06-03-2024,Business,164,1,LAS,NA,765.93
FL00551,Southwest,EWR,ATL,22-09-2024,First Class,37,0,NA,NA,1363.7
FL00552,United,BWI,DEN,13-05-2024,Business,86,0,NA,NA,495.12
FL00553,Spirit Airlines,ATL,DEN,31-01-2025,First Class,155,2,DFW,LAX,1208.7
FL00554,American Airlines,PHX,SFO,09-06-2024,Business,47,2,BOS,BWI,1364.73
FL00555,Alaska Airlines,DCA,LAS,08-04-2024,Economy,57,2,CLT,PHX,476.76
FL00556,Endeavor Air,BOS,ORD,13-03-2024,First Class,120,1,JFK,NA,1165.98
FL00557,Hawaiian Airlines,BOS,PHX,19-10-2024,Economy,80,0,NA,NA,391.43
FL00558,Endeavor Air,ATL,EWR,08-04-2024,Economy,74,2,CLT,MIA,495.17
FL00559,American Airlines,DFW,LAS,05-02-2025,First Class,19,1,BWI,NA,1448.39
FL00560,Spirit Airlines,MCO,DTW,25-06-2024,Business,154,2,LAS,SEA,987.81
FL00561,JetBlue,ORD,DCA,04-08-2024,Business,109,2,SFO,MIA,957.45
FL00562,Alaska Airlines,DEN,SFO,14-08-2024,Economy,176,0,NA,NA,550.81
FL00563,Endeavor Air,ORD,SFO,16-06-2024,First Class,53,1,DEN,NA,2335.03
FL00564,Alaska Airlines,JFK,MDW,06-09-2024,First Class,102,2,LAX,PHX,1232.04
FL00565,SkyWest Airlines,MDW,BWI,04-07-2024,Business,144,1,SFO,NA,735.23
FL00566,Frontier Airlines,IAH,BWI,10-10-2024,Economy,17,1,LAS,NA,1179.36
FL00567,American Airlines,LAS,SFO,21-01-2025,First Class,67,0,NA,NA,1118.94
FL00568,Alaska Airlines,PHX,DCA,09-03-2024,Economy,87,1,ATL,NA,1034.71
FL00569,Delta,MCO,LAS,18-01-2025,First Class,23,2,ORD,MIA,1689.37
FL00570,Frontier Airlines,LAX,DCA,17-08-2024,First Class,25,1,SFO,NA,1937.79
FL00571,Hawaiian Airlines,SFO,DEN,11-01-2025,First Class,52,1,BOS,NA,2052.88
FL00572,Endeavor Air,DCA,EWR,01-08-2024,Economy,2,1,DFW,NA,1095.19
FL00573,Frontier Airlines,SFO,MIA,21-09-2024,Economy,111,0,NA,NA,542.63
FL00574,SkyWest Airlines,BOS,EWR,11-08-2024,Business,123,2,CLT,DTW,837.22
FL00575,Frontier Airlines,DCA,IAH,18-10-2024,Business,53,1,DFW,NA,735.39
FL00576,SkyWest Airlines,BOS,BWI,08-07-2024,Economy,91,0,NA,NA,690.65
FL00577,SkyWest Airlines,LAS,MDW,20-08-2024,Economy,69,1,LAX,NA,612.5
FL00578,Southwest,DFW,BWI,15-01-2025,Business,90,1,DCA,NA,792.78
FL00579,American Airlines,EWR,CLT,27-09-2024,Business,106,0,NA,NA,836.34
FL00580,United,DTW,BWI,17-01-2025,First Class,99,0,NA,NA,1509.53
FL00581,Frontier Airlines,BOS,PHX,17-11-2024,Business,165,0,NA,NA,581.46
FL00582,Delta,MDW,DCA,01-11-2024,Economy,135,0,NA,NA,375.59
FL00583,American Airlines,ATL,EWR,26-06-2024,Economy,56,1,BOS,NA,1030.75
FL00584,SkyWest Airlines,EWR,JFK,12-03-2024,Business,104,2,IAH,MIA,969.39
FL00585,Spirit Airlines,DCA,JFK,23-09-2024,First Class,1,2,EWR,SEA,1221.23
FL00586,Spirit Airlines,MCO,MIA,09-03-2024,Business,125,1,LAS,NA,650.68
FL00587,Southwest,EWR,LAS,10-01-2025,Business,140,0,NA,NA,786.78
FL00588,Hawaiian Airlines,CLT,ATL,20-11-2024,First Class,102,0,NA,NA,1564.22
FL00589,Spirit Airlines,EWR,DTW,06-07-2024,Business,100,1,ORD,NA,1058.81
FL00590,Southwest,LAS,DCA,19-10-2024,First Class,152,1,MCO,NA,1612.48
FL00591,Hawaiian Airlines,BWI,EWR,06-02-2025,Business,135,1,LAS,NA,607.64
FL00592,SkyWest Airlines,MDW,DTW,06-12-2024,First Class,13,1,ATL,NA,1967.09
FL00593,Republic Airways,ORD,LAX,09-07-2024,First Class,156,0,NA,NA,1268.22
FL00594,Southwest,BOS,DEN,29-03-2024,Business,99,2,CLT,DCA,1252.91
FL00595,Endeavor Air,ATL,EWR,31-01-2025,First Class,80,0,NA,NA,1961.5
FL00596,SkyWest Airlines,SEA,DFW,10-01-2025,First Class,105,0,NA,NA,1344.18
FL00597,Hawaiian Airlines,DEN,BOS,23-06-2024,First Class,17,1,ORD,NA,1514.78
FL00598,Frontier Airlines,MDW,MIA,03-07-2024,Business,128,1,DEN,NA,581.21
FL00599,Spirit Airlines,JFK,CLT,28-03-2024,Economy,128,2,EWR,LAX,352.98
FL00600,SkyWest Airlines,EWR,BWI,02-07-2024,First Class,131,1,MDW,NA,1123.11
FL00601,United,PHX,DFW,30-04-2024,Business,111,0,NA,NA,577.78
